id,category
579,16
580,16
586,16
587,16
589,16
590,36
591,16
592,16
593,42
594,42
595,42
596,42
597,42
598,42
599,42
60,45
600,42
601,42
602,42
603,42
604,42
605,43
606,69
607,46
608,36
609,69
610,69
611,69
612,46
613,69
614,69
615,23
616,36
617,36
618,36
620,71
621,61
622,61
623,71
624,71
625,61
626,2
627,2
628,2
629,2
63,20
630,2
631,2
632,2
633,2
634,71
635,90
636,2
637,71
638,69
639,69
64,20
640,76
641,18
645,20
646,54
647,3
648,11
649,2
650,12
651,55
652,42
653,42
654,7
655,7
656,7
657,42
658,42
659,53
660,53
661,62
662,42
663,42
664,7
665,42
666,42
667,53
668,53
669,42
67,54
670,42
671,42
672,42
673,42
674,46
675,7
676,7
677,41
678,70
679,31
680,31
681,31
682,43
683,9
684,9
685,9
686,18
687,33
688,33
689,33
69,54
690,20
691,15
692,20
693,54
694,49
695,49
696,27
697,27
698,27
699,27
70,54
700,20
701,27
702,90
703,80
704,80
705,27
706,80
707,80
708,80
709,4
71,16
710,4
711,4
712,4
713,16
714,16
715,16
716,16
717,71
718,71
719,71
720,71
721,71
722,32
723,71
724,71
725,71
726,71
727,71
728,71
729,90
73,63
730,90
731,71
732,71
733,71
734,71
735,71
736,71
737,71
738,71
739,71
74,5
740,71
741,71
742,71
743,80
744,80
745,20
746,80
747,61
748,61
749,80
75,56
750,61
751,61
752,91
753,91
754,91
755,91
756,63
757,63
758,63
759,63
760,63
761,63
762,63
763,63
764,63
765,63
766,63
767,91
768,63
769,63
77,56
770,63
771,91
773,69
775,32
776,32
777,32
778,89
779,89
78,44
780,89
781,31
782,6
783,6
784,6
785,6
786,71
79,5
797,21
80,45
81,45
82,45
83,78
85,35
86,42
87,5
88,4
89,4
90,4
91,4
92,42
93,36
94,42
95,46
97,46
98,23
99,42
s__1000,86
s__1001,69
s__1002,23
s__1003,16
s__1004,16
s__1005,16
s__1006,16
s__1007,16
s__1008,16
s__1009,16
s__1010,16
s__1011,16
s__1012,16
s__1013,16
s__1014,16
s__1015,16
s__1016,16
s__1017,4
s__1018,16
s__1019,4
s__1020,14
s__1021,14
s__1022,14
s__1023,14
s__1024,40
s__1025,2
s__1026,9
s__1027,2
s__1028,40
s__1029,42
s__1030,42
s__1031,42
s__1032,42
s__1033,42
s__1034,42
s__1035,42
s__1036,42
s__1037,16
s__1038,4
s__1039,4
s__1040,4
s__1041,48
s__1042,48
s__1043,48
s__1044,48
s__1045,48
s__1046,48
s__1047,48
s__1048,48
s__1049,48
s__1050,48
s__1051,42
s__1052,42
s__1053,42
s__1054,42
s__1055,42
s__1056,42
s__1057,42
s__1058,62
s__1059,2
s__1060,62
s__1061,46
s__1062,4
s__1063,53
s__1064,42
s__1065,48
s__1066,42
s__1067,20
s__1068,86
s__1069,2
s__1070,2
s__1071,2
s__1072,40
s__1073,7
s__1074,4
s__1075,42
s__1076,53
s__1077,42
s__1078,42
s__1079,7
s__1080,4
s__1081,2
s__1082,2
s__1083,4
s__1084,53
s__1085,53
s__1086,53
s__1087,2
s__1088,42
s__1089,20
s__1090,38
s__1091,66
s__1092,3
s__1093,54
s__1094,3
s__1095,46
s__1096,7
s__1097,20
s__1098,7
s__1099,16
s__1100,16
s__1101,4
s__1102,83
s__1103,40
s__1104,16
s__1105,69
s__1106,16
s__1107,16
s__1108,40
s__1109,9
s__1110,8
s__1111,23
s__1112,20
s__1113,54
s__1114,2
s__1115,9
s__1116,83
s__1117,4
s__1118,16
s__1119,7
s__1120,7
s__1121,4
s__1122,16
s__1123,4
s__1124,4
s__1125,54
s__1126,20
s__1127,20
s__1128,66
s__1129,12
s__1130,16
s__1131,45
s__1132,5
s__1133,4
s__1134,46
s__1135,16
s__1136,78
s__1137,55
s__1138,78
s__1139,40
s__1140,40
s__1141,62
s__1142,42
s__1143,42
s__1144,42
s__1145,42
s__1146,42
s__1147,42
s__1148,42
s__1149,4
s__1150,53
s__1151,53
s__1152,2
s__1153,2
s__1154,2
s__1155,40
s__1156,42
s__1157,42
s__1158,23
s__1159,16
s__1160,40
s__1161,7
s__1162,23
s__1163,4
s__1164,4
s__1165,29
s__1166,54
s__1167,16
s__1168,29
s__1169,16
s__1170,7
s__1171,20
s__1172,54
s__1173,4
s__1174,83
s__1175,4
s__1176,54
s__1177,20
s__1178,2
s__1179,7
s__1180,16
s__1248,45
s__1249,5
s__1250,78
s__1251,78
s__1252,69
s__1253,69
s__1254,4
s__1255,2
s__1256,40
s__1257,40
s__1268,40
s__1269,29
s__1270,5
s__1271,40
s__1272,29
s__1273,5
s__1274,40
s__1275,29
s__1276,91
s__1277,5
s__1278,40
s__1279,5
s__1280,40
s__1281,23
s__1282,40
s__1283,5
s__1284,45
s__1285,75
s__1286,20
s__1287,16
s__1288,54
s__1289,3
s__1290,20
s__1291,88
s__1292,2
s__1293,29
s__1294,23
s__1295,7
s__1296,83
s__1297,9
s__1298,16
s__1299,69
s__1300,46
s__1301,88
s__1302,56
s__1303,54
s__1304,14
s__1305,4
s__1306,9
s__1307,86
s__1308,3
s__1309,8
s__1310,40
s__1311,9
s__1312,29
s__1313,8
s__1314,4
s__1315,86
s__1316,16
s__1317,16
s__1318,9
s__1319,45
s__1320,5
s__1321,11
s__1322,75
s__1323,5
s__1324,3
s__1325,40
s__1326,11
s__1327,11
s__1328,29
s__1329,40
s__1330,20
s__1331,3
s__1332,16
s__1333,2
s__1334,4
s__1335,71
s__1336,36
s__1337,54
s__1338,14
s__1339,29
s__1340,54
s__1341,9
s__1342,9
s__1343,55
s__1344,55
s__1345,55
s__1346,55
s__1347,55
s__1348,55
s__1349,55
s__1350,55
s__1351,55
s__1352,55
s__1540,55
s__1541,71
s__1542,15
s__1543,71
s__1544,29
s__1545,18
s__1546,16
s__1547,4
s__1548,42
s__1549,92
s__1550,54
s__1551,16
s__1552,5
s__1553,45
s__1554,76
s__1555,75
s__1556,29
s__1557,2
s__1558,40
s__1559,29
s__1560,55
s__1561,3
s__1562,56
s__1563,33
s__1631,33
s__1632,33
s__1633,33
s__1634,33
s__1635,33
s__1636,33
s__1637,33
s__1638,33
s__1639,15
s__1640,33
s__1641,92
s__1642,92
s__1643,15
s__1644,55
s__1645,62
s__1646,55
s__1647,38
s__1648,62
s__1649,62
s__1650,51
s__1651,51
s__1652,51
s__1653,51
s__1654,51
s__1655,55
s__1656,55
s__1657,55
s__1658,55
s__1659,55
s__1660,55
s__1661,55
s__1662,55
s__1663,55
s__1664,23
s__1665,54
s__1666,54
s__1667,7
s__1668,54
s__1669,16
s__1670,8
s__1671,23
s__1672,20
s__1673,3
s__1674,20
s__1675,83
s__1676,2
s__1677,9
s__1678,9
s__1679,4
s__1680,78
s__1681,78
s__1682,78
s__1683,86
s__1684,78
s__1685,5
s__1686,5
s__1687,29
s__1688,29
s__1689,5
s__1690,5
s__1691,5
s__1692,5
s__1693,45
s__1694,45
s__1695,45
s__1696,45
s__1697,45
s__1698,9
s__1699,2
s__1700,54
s__1701,4
s__1702,7
s__1703,2
s__1704,56
s__1705,4
s__1706,69
s__1707,2
s__1708,2
s__1709,83
s__1710,4
s__1711,4
s__1712,4
s__1713,23
s__1714,56
s__1715,4
s__1716,7
s__1717,4
s__1718,7
s__1719,83
s__1720,16
s__1721,9
s__1722,73
s__1723,73
s__1724,73
s__1725,73
s__1726,69
s__1728,86
s__1732,23
s__1735,69
s__1736,86
s__1737,69
s__1738,23
s__1742,18
s__1743,69
s__1745,69
s__1746,41
s__1747,41
s__1748,4
s__1749,37
s__1751,20
s__1752,73
s__1753,73
s__1760,20
s__1761,4
s__1762,63
s__1763,63
s__1764,63
s__1765,63
s__1766,63
s__1767,63
s__1768,63
s__1769,63
s__1770,63
s__1771,63
s__1772,63
s__1773,63
s__1774,56
s__1775,56
s__1776,56
s__1777,56
s__1778,69
s__1779,24
s__1780,24
s__1781,24
s__1782,24
s__1783,24
s__1784,24
s__1785,24
s__1786,24
s__1787,24
s__1788,24
s__1789,86
s__1790,69
s__1791,56
s__1792,56
s__1793,88
s__1794,88
s__1795,88
s__1796,88
s__1797,88
s__1798,88
s__1799,88
s__1800,88
s__1801,88
s__1802,88
s__1803,88
s__1804,88
s__1805,88
s__1806,88
s__1807,88
s__1808,88
s__1809,88
s__1810,88
s__1811,88
s__1812,88
s__1813,55
s__1814,62
s__1815,62
s__1816,62
s__1817,85
s__1818,21
s__1819,62
s__1820,62
s__1821,62
s__1822,62
s__1823,1
s__1824,70
s__1825,70
s__1826,70
s__1827,70
s__1828,70
s__1829,70
s__1830,70
s__1831,70
s__1832,70
s__1833,70
s__1834,70
s__1835,70
s__1836,70
s__1837,16
s__1838,9
s__1839,2
s__1840,9
s__1841,2
s__1842,56
s__1843,56
s__1844,70
s__1845,82
s__1846,82
s__1847,82
s__1848,82
s__1849,70
s__1850,70
s__1851,70
s__1852,82
s__1853,82
s__1854,54
s__1855,82
s__1856,82
s__1857,82
s__1858,55
s__1859,55
s__1860,66
s__1861,66
s__1862,66
s__1863,86
s__1864,66
s__1865,82
s__1866,82
s__1867,55
s__1868,55
s__1869,55
s__1870,55
s__1871,7
s__1872,16
s__1873,43
s__1874,7
s__1875,29
s__1876,54
s__1877,4
s__1878,83
s__1879,20
s__1880,9
s__1881,2
s__1882,20
s__1883,2
s__1884,23
s__1885,54
s__1886,4
s__1887,3
s__1888,16
s__1889,36
s__1890,34
s__1891,34
s__1892,16
s__1893,7
s__1894,16
s__1895,61
s__1896,61
s__1897,61
s__1898,61
s__1899,61
s__1900,61
s__1901,61
s__1902,61
s__1903,61
s__1904,73
s__1905,4
s__1906,4
s__1907,4
s__1908,43
s__1909,4
s__1910,8
s__1911,59
s__1912,4
s__1913,15
s__1914,2
s__1915,43
s__1916,16
s__1917,15
s__1918,4
s__1919,16
s__1920,43
s__1921,2
s__1922,17
s__1923,21
s__1924,46
s__1925,86
s__1926,43
s__1927,4
s__1928,7
s__1929,7
s__1930,34
s__1931,4
s__1932,4
s__1933,66
s__1934,42
s__1935,2
s__1936,62
s__1937,29
s__1938,3
s__1939,45
s__1940,14
s__1941,86
s__1942,5
s__1943,5
s__1944,40
s__1945,40
s__1946,5
s__1947,75
s__1948,21
s__1949,67
s__1950,21
s__1951,23
s__1952,16
s__1953,23
s__1954,18
s__1955,18
s__1956,62
s__1957,24
s__1958,24
s__1959,24
s__1960,24
s__1961,24
s__1962,24
s__1963,55
s__1964,55
s__1965,62
s__1966,62
s__1967,62
s__1968,62
s__1969,62
s__1970,62
s__1971,62
s__1972,62
s__1973,62
s__1974,8
s__1975,16
s__1976,56
s__1977,2
s__1978,29
s__1979,3
s__1980,16
s__1981,16
s__1982,16
s__1983,9
s__1984,36
s__1985,54
s__1986,36
s__1987,7
s__1988,16
s__1989,16
s__1990,4
s__1991,54
s__1992,16
s__1993,20
s__1994,66
s__1995,2
s__1996,44
s__1997,86
s__1998,3
s__1999,3
s__2000,3
s__2001,44
s__2002,56
s__2003,4
s__2004,4
s__2005,14
s__2006,3
s__2007,29
s__2008,9
s__2009,9
s__2010,91
s__2011,91
s__2012,91
s__2013,91
s__2014,91
s__2015,91
s__2016,91
s__2017,91
s__2019,91
s__2020,86
s__2021,23
s__2022,69
s__2023,16
s__2024,40
s__2025,29
s__2026,66
s__2027,16
s__2028,9
s__2029,31
s__2030,4
s__2031,60
s__2032,60
s__2033,60
s__2034,60
s__2035,60
s__2036,60
s__2037,60
s__2040,42
s__2041,61
s__2042,23
s__2043,69
s__2044,69
s__2045,84
s__2046,7
s__2047,86
s__2048,56
s__2049,4
s__2050,34
s__2051,86
s__2052,69
s__2053,23
s__2054,69
s__2055,56
s__2056,69
s__2057,69
s__2058,23
s__2059,54
s__2060,20
s__2061,54
s__2062,54
s__2083,55
s__2084,55
s__2085,55
s__2086,55
s__2087,55
s__2088,55
s__2156,20
s__2157,20
s__2158,20
s__2159,20
s__2160,20
s__2161,20
s__2162,20
s__2163,20
s__2164,20
s__2165,20
s__2166,20
s__2167,54
s__2168,54
s__2169,54
s__2170,54
s__2171,20
s__2172,54
s__2173,20
s__2174,54
s__2175,54
s__2176,20
s__2177,54
s__2178,54
s__2179,54
s__2180,54
s__2181,3
s__2182,3
s__2183,54
s__2184,3
s__2185,54
s__2186,3
s__2187,4
s__2188,4
s__2189,4
s__2190,54
s__2191,54
s__2192,4
s__2193,4
s__2194,54
s__2195,54
s__2196,54
s__2197,4
s__2235,4
s__2236,3
s__2237,43
s__2254,55
s__2255,4
s__2256,4
s__2257,4
s__2258,43
s__2259,4
s__2260,43
s__2261,4
s__2262,4
s__2263,4
s__2264,4
s__2265,4
s__2266,4
s__2267,4
s__2268,20
s__2269,4
s__2270,4
s__2271,4
s__2272,4
s__2273,8
s__2274,8
s__2275,8
s__2276,8
s__2277,8
s__2278,8
s__2279,8
s__2280,8
s__2281,8
s__2282,8
s__2283,8
s__2284,8
s__2285,8
s__2286,8
s__2287,16
s__2288,16
s__2289,16
s__2290,19
s__2291,19
s__2292,16
s__2293,16
s__2294,16
s__2295,16
s__2296,16
s__2297,16
s__2298,16
s__2299,16
s__2300,16
s__2301,16
s__2302,46
s__2303,46
s__2304,86
s__2305,46
s__2306,62
s__2307,11
s__2308,11
s__2309,11
s__2310,11
s__2311,11
s__2312,11
s__2313,11
s__2314,62
s__2315,55
s__2316,21
s__2317,55
s__2318,55
s__2319,55
s__2320,55
s__2321,55
s__2322,43
s__2323,43
s__2324,43
s__2325,43
s__2326,43
s__2327,43
s__2328,43
s__2329,43
s__2330,43
s__2331,43
s__2332,43
s__2333,43
s__2334,55
s__2335,62
s__2336,62
s__2337,10
s__2338,39
s__2339,42
s__2340,4
s__2341,4
s__2342,17
s__2343,17
s__2344,23
s__2345,10
s__2346,4
s__2347,56
s__2348,59
s__2349,59
s__2350,16
s__2357,92
s__2358,32
s__2359,80
s__2360,19
s__2361,19
s__2362,32
s__2363,55
s__2364,92
s__2365,92
s__2366,92
s__2367,92
s__2368,2
s__2369,2
s__2370,2
s__2371,2
s__2372,2
s__2373,9
s__2374,83
s__2375,19
s__2376,19
s__2377,19
s__2378,19
s__2379,19
s__2380,19
s__2381,19
s__2382,19
s__2383,19
s__2384,19
s__2385,19
s__2386,19
s__2387,19
s__2388,46
s__2389,46
s__2390,46
s__2391,46
s__2392,46
s__2393,46
s__2394,46
s__2395,46
s__2396,46
s__2397,46
s__2398,46
s__2399,46
s__2400,46
s__2401,46
s__2402,46
s__2403,46
s__2404,69
s__2405,46
s__2406,46
s__2407,86
s__2408,20
s__2409,20
s__2410,20
s__2411,20
s__2412,20
s__2413,54
s__2414,54
s__2415,54
s__2416,54
s__2417,3
s__2418,3
s__2419,3
s__2420,3
s__2421,3
s__2422,3
s__2423,3
s__2424,54
s__2425,20
s__2426,54
s__2427,20
s__2428,86
s__2429,54
s__2430,54
s__2431,54
s__2432,54
s__2433,54
s__2434,54
s__2435,54
s__2436,54
s__2437,54
s__2438,3
s__2439,20
s__2440,20
s__2441,20
s__2442,54
s__2443,54
s__2444,65
s__361,20
s__362,20
s__363,20
s__364,20
s__365,20
s__366,20
s__367,20
s__368,20
s__369,20
s__370,20
s__371,20
s__372,20
s__373,20
s__374,20
s__375,20
s__376,20
s__378,20
s__379,20
s__380,20
s__382,20
s__383,20
s__385,20
s__386,20
s__387,14
s__388,14
s__389,23
s__390,14
s__391,69
s__392,14
s__393,46
s__394,54
s__395,54
s__396,46
s__397,69
s__398,46
s__399,54
s__400,44
s__401,44
s__402,5
s__403,44
s__404,44
s__405,5
s__406,44
s__407,57
s__408,57
s__409,5
s__410,5
s__411,46
s__412,46
s__413,46
s__414,46
s__415,46
s__416,56
s__417,56
s__418,56
s__419,56
s__420,44
s__421,4
s__422,13
s__423,4
s__424,4
s__425,4
s__426,4
s__427,4
s__428,13
s__429,69
s__430,23
s__431,69
s__432,69
s__433,2
s__434,16
s__435,7
s__436,2
s__437,36
s__438,36
s__439,86
s__440,86
s__441,86
s__442,86
s__443,86
s__444,69
s__445,46
s__446,36
s__447,36
s__448,36
s__449,46
s__450,69
s__451,2
s__452,36
s__453,4
s__454,23
s__455,23
s__456,42
s__457,42
s__458,20
s__459,36
s__460,20
s__461,20
s__462,84
s__463,46
s__464,46
s__465,36
s__466,72
s__467,69
s__468,20
s__469,14
s__470,14
s__471,14
s__472,69
s__473,46
s__474,2
s__475,14
s__476,14
s__477,20
s__478,2
s__479,2
s__480,14
s__481,16
s__482,14
s__483,14
s__484,14
s__485,14
s__486,2
s__487,2
s__488,2
s__489,14
s__490,46
s__491,69
s__492,69
s__493,46
s__494,69
s__495,69
s__496,69
s__497,46
s__498,46
s__499,6
s__500,20
s__501,20
s__502,20
s__503,20
s__504,20
s__505,83
s__506,83
s__507,83
s__508,83
s__509,83
s__510,46
s__511,86
s__512,14
s__513,20
s__514,20
s__515,20
s__516,36
s__517,69
s__518,20
s__519,69
s__520,46
s__521,69
s__522,23
s__523,23
s__524,69
s__525,23
s__526,23
s__527,20
s__528,20
s__529,20
s__530,20
s__531,23
s__532,23
s__533,29
s__536,5
s__537,69
s__538,21
s__539,86
s__540,4
s__541,5
s__542,5
s__543,20
s__544,29
s__545,7
s__546,7
s__547,7
s__548,7
s__549,20
s__550,69
s__551,16
s__552,14
s__553,36
s__554,16
s__555,16
s__556,46
s__557,5
s__558,5
s__559,69
s__560,5
s__561,16
s__562,69
s__563,23
s__564,69
s__565,69
s__566,69
s__567,69
s__568,46
s__569,36
s__570,69
s__571,69
s__572,69
s__573,69
s__574,41
s__575,4
s__576,5
s__577,5
s__578,21
s__579,88
s__580,9
s__581,69
s__582,69
s__583,4
s__584,72
s__585,80
s__586,21
s__587,20
s__588,20
s__589,13
s__590,69
s__591,69
s__592,23
s__593,14
s__594,86
s__595,16
s__596,4
s__597,16
s__598,20
s__599,16
s__600,4
s__601,4
s__602,20
s__603,20
s__604,16
s__605,80
s__606,80
s__607,80
s__608,80
s__609,80
s__610,80
s__611,54
s__612,86
s__613,80
s__614,80
s__615,4
s__616,46
s__617,69
s__618,69
s__619,44
s__620,69
s__621,4
s__622,4
s__623,4
s__624,4
s__625,4
s__626,4
s__627,4
s__628,4
s__629,4
s__630,4
s__631,4
s__632,4
s__633,4
s__634,80
s__635,27
s__636,27
s__637,27
s__638,20
s__639,4
s__640,4
s__641,4
s__642,20
s__643,20
s__644,20
s__645,20
s__646,20
s__647,20
s__648,20
s__649,20
s__650,20
s__651,20
s__652,20
s__653,20
s__654,20
s__655,20
s__656,20
s__657,20
s__658,20
s__659,46
s__660,20
s__661,20
s__662,86
s__663,86
s__664,86
s__665,86
s__666,86
s__667,41
s__668,41
s__669,41
s__670,41
s__671,41
s__672,41
s__673,36
s__674,36
s__675,36
s__676,36
s__677,83
s__678,83
s__679,83
s__680,36
s__681,86
s__682,86
s__683,23
s__684,86
s__685,86
s__686,86
s__687,86
s__688,7
s__689,7
s__690,7
s__691,7
s__692,23
s__693,36
s__694,36
s__695,36
s__696,7
s__697,7
s__698,7
s__699,16
s__700,36
s__701,36
s__702,36
s__703,36
s__704,36
s__705,36
s__706,36
s__707,36
s__708,83
s__709,83
s__710,83
s__711,83
s__712,83
s__713,83
s__714,14
s__715,7
s__716,7
s__717,7
s__718,86
s__719,14
s__720,7
s__721,14
s__722,14
s__723,72
s__724,4
s__725,4
s__726,4
s__727,4
s__728,34
s__729,34
s__730,34
s__731,34
s__732,34
s__733,34
s__734,14
s__735,7
s__736,7
s__737,7
s__738,7
s__739,7
s__740,7
s__741,7
s__742,9
s__743,9
s__744,9
s__745,9
s__746,23
s__747,69
s__748,23
s__749,72
s__750,72
s__751,72
s__752,72
s__753,72
s__754,72
s__755,72
s__756,69
s__757,69
s__758,69
s__759,40
s__760,40
s__761,40
s__762,40
s__763,40
s__764,9
s__765,9
s__766,9
s__767,9
s__768,83
s__769,4
s__770,4
s__771,4
s__772,4
s__773,4
s__774,4
s__775,69
s__776,69
s__777,69
s__778,69
s__779,23
s__780,46
s__781,36
s__782,46
s__783,46
s__784,46
s__785,23
s__786,86
s__787,23
s__788,23
s__789,36
s__790,46
s__791,46
s__792,46
s__793,46
s__794,46
s__795,46
s__796,46
s__797,9
s__798,9
s__799,9
s__800,9
s__801,9
s__802,4
s__803,4
s__804,4
s__805,4
s__806,14
s__807,4
s__808,4
s__809,4
s__810,23
s__811,4
s__812,4
s__813,4
s__814,4
s__815,20
s__816,20
s__817,20
s__818,4
s__819,4
s__820,4
s__821,4
s__822,4
s__823,4
s__824,4
s__825,4
s__826,4
s__827,4
s__828,5
s__829,5
s__830,5
s__831,3
s__832,3
s__833,3
s__834,3
s__835,3
s__836,3
s__837,3
s__838,3
s__839,3
s__840,3
s__841,3
s__842,3
s__843,3
s__844,3
s__845,3
s__846,69
s__847,69
s__848,69
s__849,69
s__850,69
s__851,69
s__852,86
s__853,69
s__854,86
s__855,69
s__856,69
s__857,69
s__858,86
s__859,69
s__860,69
s__861,69
s__862,69
s__863,86
s__864,86
s__865,69
s__866,86
s__867,86
s__868,62
s__869,62
s__870,62
s__871,62
s__872,62
s__873,62
s__874,62
s__875,53
s__876,46
s__877,46
s__878,16
s__879,62
s__880,62
s__881,56
s__882,56
s__883,56
s__884,56
s__885,44
s__886,44
s__887,57
s__888,57
s__889,57
s__890,57
s__891,57
s__892,57
s__893,56
s__894,56
s__895,36
s__896,36
s__897,69
s__898,69
s__899,69
s__900,69
s__901,69
s__902,69
s__903,69
s__904,46
s__905,42
s__906,42
s__907,42
s__908,53
s__909,53
s__910,42
s__911,42
s__912,42
s__913,42
s__914,42
s__915,42
s__916,42
s__917,86
s__918,42
s__919,42
s__920,42
s__921,42
s__922,42
s__923,4
s__924,16
s__925,4
s__926,4
s__927,4
s__928,4
s__929,46
s__930,46
s__931,46
s__932,46
s__933,46
s__934,69
s__935,69
s__936,69
s__937,69
s__938,69
s__939,69
s__940,69
s__941,69
s__942,69
s__943,69
s__944,46
s__945,46
s__946,46
s__947,46
s__948,46
s__949,46
s__950,53
s__951,53
s__952,53
s__953,53
s__954,53
s__955,53
s__956,53
s__957,53
s__958,42
s__959,42
s__960,42
s__961,42
s__962,42
s__963,42
s__964,42
s__965,4
s__966,4
s__967,4
s__968,4
s__969,4
s__970,46
s__971,48
s__972,48
s__973,48
s__974,48
s__975,48
s__976,48
s__977,48
s__978,48
s__979,48
s__980,48
s__981,48
s__982,56
s__983,69
s__984,69
s__985,69
s__986,69
s__987,69
s__988,69
s__989,69
s__990,69
s__991,69
s__992,86
s__993,86
s__994,86
s__995,86
s__996,86
s__997,86
s__998,86
s__999,86
stores__10__2040,69
stores__10__2041,61
stores__10__2042,23
stores__10__2043,69
stores__10__2044,69
stores__10__2045,84
stores__10__2046,7
stores__10__2047,86
stores__10__2048,56
stores__10__2049,4
stores__10__2050,34
stores__10__2051,86
stores__10__2052,69
stores__10__2053,23
stores__10__2054,69
stores__10__2055,56
stores__10__2056,69
stores__10__2057,69
stores__10__2058,23
stores__10__2060,20
stores__1__361,20
stores__1__362,20
stores__1__363,20
stores__1__364,20
stores__1__365,20
stores__1__366,20
stores__1__367,20
stores__1__368,20
stores__1__370,20
stores__1__371,20
stores__1__372,20
stores__1__373,20
stores__1__375,20
stores__1__376,20
stores__1__377,20
stores__1__378,20
stores__1__380,20
stores__1__382,20
stores__1__383,20
stores__1__384,20
stores__3__1183,68
stores__3__1184,68
stores__3__1185,68
stores__3__1186,68
stores__3__1187,68
stores__3__1188,68
stores__3__1189,68
stores__3__1190,68
stores__3__1192,68
stores__3__1193,68
stores__3__1195,68
stores__3__1196,68
stores__3__1197,68
stores__3__1198,69
stores__3__1199,68
stores__3__1200,68
stores__3__1201,49
stores__3__1202,68
stores__3__1203,68
stores__3__1204,68
stores__3__1205,68
stores__3__1206,69
stores__3__1207,69
stores__3__1208,68
stores__3__1209,68
stores__3__1210,68
stores__3__1211,46
stores__3__1212,68
stores__3__1213,68
stores__3__1214,68
stores__3__1215,68
stores__3__1216,68
stores__3__1217,69
stores__3__1218,69
stores__3__1219,69
stores__3__1220,69
stores__3__1221,69
stores__3__1222,14
stores__3__1223,46
stores__3__1224,46
stores__3__1225,14
stores__3__1226,46
stores__3__1227,68
stores__3__1228,68
stores__3__1230,68
stores__3__1231,68
